-6.20527	3.02062	-0.268957	-1.78618	-5.96726	2.87216	-6.2599	3.5408	-0.2639	-0.9646
-6.22205	3.05624	-0.179906	-0.0126012	-6.2411	3.1241	-6.3378	3.1487	-0.1409	-0.99
-6.35616	2.60918	-0.091072	-1.32513	-6.45802	2.57188	-6.3661	2.75	-0.0157	-0.9999
-6.40658	2.42776	-0.197857	-0.475077	-6.4244	2.4625	-6.3441	2.3509	0.1097	-0.994
-6.31803	1.97464	0.115749	-1.13512	-6.16326	1.89905	-6.2723	1.9576	0.2334	-0.9724
-6.13236	1.4821	0.511351	-1.2449	-6.1061	1.4741	-6.1518	1.5765	0.3535	-0.9355
-6.04451	1.29108	0.253132	-0.429291	-6.1172	1.35696	-5.9844	1.2135	0.4679	-0.8838
-5.79036	1.00981	0.691122	-0.701043	-5.7602	0.9982	-5.7729	0.8743	0.575	-0.8182
-5.40984	0.620505	0.960048	-0.991682	-5.35991	0.605507	-5.5205	0.5643	0.673	-0.7396
-5.19484	0.410904	0.475854	-0.511317	-5.2287	0.4303	-5.2312	0.2884	0.7604	-0.6495
-4.95636	-0.119383	0.868356	-1.39399	-5.05681	-0.152293	-4.9097	0.0509	0.8358	-0.549
-4.69317	-0.00424413	0.632956	0.399783	-4.7103	0.0639	-4.5609	-0.1444	0.898	-0.44
-4.43387	-0.129259	1.05264	-0.375965	-4.62486	-0.156346	-4.1904	-0.2945	0.9461	-0.3239
-3.79582	-0.263788	1.66825	-0.336862	-3.7547	-0.263	-3.804	-0.397	0.9792	-0.2028
-3.34952	-0.276669	1.04432	-0.0157602	-3.40901	-0.265047	-3.4079	-0.4502	0.9969	-0.0785
-2.96465	-0.494045	0.954744	-0.666316	-2.9728	-0.5224	-3.0081	-0.4533	0.9989	0.0471
-2.64851	-0.559187	1.0324	-0.0564868	-2.77567	-0.579415	-2.6112	-0.4063	0.9851	0.1719
-2.18289	-0.408519	1.16845	0.491143	-2.1704	-0.3825	-2.2232	-0.31	0.9558	0.294
-1.72328	-0.250808	1.24853	0.400509	-1.77906	-0.259592	-1.8504	-0.1657	0.9114	0.4115
-1.34431	0.0173624	0.897127	0.775601	-1.3668	0.0337	-1.4986	0.0241	0.8527	0.5225
-0.944841	0.223248	1.23425	0.42264	-1.03071	0.250039	-1.1734	0.2565	0.7804	0.6252
-1.01267	0.523327	-0.365115	0.773268	-1.1183	0.5506	-0.8798	0.5278	0.6959	0.7181
-0.563166	1.05601	0.0592842	2.20085	-0.112013	0.172884	-0.6226	0.8338	0.6004	0.7997
-0.665345	1.16329	-0.544998	-0.351276	-0.6761	1.0332	-0.4058	1.1697	0.4955	0.8686
-0.447459	1.59985	-0.0716832	1.95982	-0.189431	1.01955	-0.2327	1.53	0.3827	0.9239
-0.18874	1.97787	0.726375	0.792503	-0.1328	1.902	-0.1062	1.9092	0.2639	0.9645
-0.149152	2.28489	0.102994	1.60288	-0.125017	1.83555	-0.0282	2.3013	0.1409	0.99
-0.175514	2.78768	-0.120538	1.20985	-0.1861	2.7611	0	2.7	0.0157	0.9999
-0.0544477	3.23543	0.352593	0.754454	-0.0516432	3.39651	0.011	3.0997	0.0785	0.9969
0.139115	3.50352	0.512691	0.659389	0.1461	3.4969	0.0704	3.4949	0.2028	0.9792
0.164424	3.86848	0.0227206	0.800243	0.15265	3.96336	0.1789	3.8797	0.324	0.9461
0.35378	4.18107	0.552643	0.779573	0.3757	4.1811	0.3348	4.2478	0.44	0.898
0.636812	4.66245	0.663302	0.809776	0.682888	4.94618	0.5356	4.5934	0.5491	0.8358
0.780054	4.92248	0.322251	0.626503	0.7658	4.909	0.7781	4.9112	0.6495	0.7604
1.09363	5.2378	0.818954	0.821887	1.12071	5.25554	1.0585	5.1961	0.7397	0.673
1.31958	5.6017	0.5529	0.917152	1.3099	5.6066	1.3724	5.4436	0.8182	0.575
1.53487	5.78861	0.388948	-0.134998	1.60165	6.01356	1.7149	5.6497	0.8838	0.4679
1.82642	5.87631	0.742957	0.276343	1.8428	5.9058	2.0805	5.8114	0.9355	0.3534
2.59258	6.17076	1.76711	0.115593	2.86437	6.56885	2.4635	5.9259	0.9724	0.2334
2.68265	5.97657	0.192184	-0.637248	2.6143	5.9123	2.8578	5.9915	0.994	0.1097
3.06374	6.09737	0.833644	0.0108232	3.26483	6.42733	3.2572	6.0072	0.9999	-0.0157
3.49808	5.92694	1.05733	-0.452972	3.5012	5.9018	3.6555	5.9727	0.99	-0.1409
3.95719	6.01823	0.698441	-0.384936	4.22066	6.45059	4.0463	5.8886	0.9646	-0.2639
4.30431	5.98937	0.903239	-0.0389063	4.319	6.0118	4.4234	5.7562	0.9239	-0.3827
4.86809	5.55297	1.19399	-1.49352	5.0119	5.58582	4.781	5.5775	0.8686	-0.4955
5.29421	5.15983	1.12524	-0.977562	5.3	5.1859	5.1134	5.3554	0.7997	-0.6004
5.38275	5.01953	0.54202	0.0171733	5.089	4.86989	5.4153	5.0934	0.7181	-0.6959
5.83156	4.77902	1.08953	-0.533139	5.8517	4.7638	5.682	4.7956	0.6252	-0.7804
5.88526	4.79354	-0.119375	-0.0521236	5.86236	4.88095	5.9093	4.4668	0.5225	-0.8527
5.87887	4.18445	-0.177271	-1.46103	5.8522	4.1235	6.0936	4.1121	0.4115	-0.9114
6.01349	3.94948	0.254317	-0.595741	6.1618	4.10072	6.2319	3.737	0.294	-0.9558
6.31599	3.53265	0.767566	-0.998318	6.3401	3.5235	6.3222	3.3476	0.1719	-0.9851
6.31976	2.83312	0.142636	-1.71558	6.08653	2.71078	6.3629	2.95	0.0471	-0.9989
6.5608	2.35948	0.695012	-1.18375	6.6014	2.3866	6.3535	2.5503	-0.0785	-0.9969
6.30718	1.95393	-0.591293	-0.961723	6.04386	1.89876	6.2941	2.155	-0.2028	-0.9792
6.35221	1.68565	0.217027	-0.670036	6.407	1.7021	6.1856	1.7703	-0.3239	-0.9461
6.17965	1.37655	-0.476901	-0.779847	6.08003	1.35642	6.0297	1.4022	-0.44	-0.898
5.87169	0.879662	-0.823172	-1.2315	5.8461	0.8616	5.8289	1.0565	-0.549	-0.8358
5.61232	0.787544	-0.63272	-0.156033	5.62573	0.846793	5.5864	0.7388	-0.6495	-0.7604
5.63648	0.702068	0.155588	-0.227064	5.6891	0.7005	5.306	0.4539	-0.7396	-0.673
5.33585	0.153438	-0.57472	-1.42651	5.03646	0.124426	4.992	0.2064	-0.8182	-0.575
4.83528	0.104339	-1.32834	-0.108686	4.7891	0.1498	4.6496	0.0002	-0.8838	-0.4679
4.61387	-0.0177845	-0.50718	-0.319324	4.737	-0.0312646	4.284	-0.1614	-0.9354	-0.3535
3.86271	-0.450702	-2.06302	-1.17613	3.7583	-0.4852	3.901	-0.2759	-0.9724	-0.2334
3.42908	-0.401774	-0.691224	0.109378	3.29338	-0.307502	3.5067	-0.3416	-0.994	-0.1097
3.07365	-0.48757	-0.919044	-0.291191	3.0621	-0.504	3.1072	-0.3573	-0.9999	0.0157
2.61351	-0.301915	-0.802483	0.431042	2.34863	-0.276051	2.709	-0.3228	-0.99	0.1409
2.14464	-0.0476747	-1.21841	0.682053	2.116	-0.0343	2.3182	-0.2386	-0.9646	0.2639
1.99357	-0.0363852	-0.352586	-0.0191853	2.09918	-0.102942	1.941	-0.1062	-0.9239	0.3827
1.87411	-0.114843	-0.287097	-0.261145	1.8777	-0.1258	1.5835	0.0725	-0.8686	0.4955
1.32574	0.478291	-1.23113	1.55058	0.910048	0.223958	1.2511	0.2946	-0.7997	0.6004
0.988174	0.504091	-0.825011	-0.452175	1.0207	0.411	0.9492	0.5566	-0.7181	0.6959
0.937571	0.775895	-0.146212	0.707701	0.936339	1.05221	0.6825	0.8543	-0.6252	0.7804
0.490105	1.40921	-1.39655	2.0103	0.4217	1.4652	0.4552	1.1832	-0.5225	0.8526
0.406307	1.69097	-0.179952	1.81506	0.154665	0.834793	0.2709	1.5379	-0.4115	0.9114
0.210003	1.9067	-0.571458	0.369009	0.1943	1.8106	0.1326	1.9129	-0.294	0.9558
-0.0174891	2.31914	-0.567252	0.902896	-0.0188453	2.51143	0.0423	2.3024	-0.1719	0.9851
0.218756	2.624	0.977289	0.741558	0.2884	2.6125	0.0016	2.7	-0.0471	0.9989
